Schluesse;Straftat;Gemeindeschluessel;Stadt_Landkreis;Kreisart;erfasste_Faelle;HZ_nach_Zensus;Versuche_Anzahl;Versuche_Anteil_in_Prozent;mit_Schusswaffe_gedroht;mit_Schusswaffe_geschossen;aufgeklaerte_Faelle;Aufklaerungsquote;Tatverdaechtige_insgesamt;Tatverdaechtige_maennlich;Tatverdaechtige_weiblich;Nichtdeutsche_Tatverdaechtige_Anzahl;Nichtdeutsche_Tatverdaechtige_Anteil_in_Prozent
212000;Raub, räuberische Erpressung auf/gegen sonstige Zahlstellen und Geschäfte;7135;Cochem-Zell;LK;1;2;0;0.0;1;0;1;100.0;2;2;0;0;0.0
212000;Raub, räuberische Erpressung auf/gegen sonstige Zahlstellen und Geschäfte;7137;Mayen-Koblenz;LK;2;1;2;100.0;0;0;2;100.0;2;2;0;0;0.0
212000;Raub, räuberische Erpressung auf/gegen sonstige Zahlstellen und Geschäfte;7138;Neuwied;LK;4;2;0;0.0;2;0;3;75.0;4;4;0;2;50.0
212000;Raub, räuberische Erpressung auf/gegen sonstige Zahlstellen und Geschäfte;7140;Rhein-Hunsrück-Kreis;LK;3;3;0;0.0;1;0;1;33.3;1;1;0;0;0.0
212000;Raub, räuberische Erpressung auf/gegen sonstige Zahlstellen und Geschäfte;7141;Rhein-Lahn-Kreis;LK;5;4;0;0.0;2;0;2;40.0;3;2;1;1;33.3
212000;Raub, räuberische Erpressung auf/gegen sonstige Zahlstellen und Geschäfte;7143;Westerwaldkreis;LK;1;1;0;0.0;1;0;0;0.0;0;0;0;0;0.0
212000;Raub, räuberische Erpressung auf/gegen sonstige Zahlstellen und Geschäfte;7211;Trier;KfS;4;4;0;0.0;2;0;3;75.0;6;6;0;4;66.7
212000;Raub, räuberische Erpressung auf/gegen sonstige Zahlstellen und Geschäfte;7231;Bernkastel-Wittlich;LK;4;4;0;0.0;1;0;2;50.0;3;3;0;0;0.0
212000;Raub, räuberische Erpressung auf/gegen sonstige Zahlstellen und Geschäfte;7232;Eifelkreis Bitburg-Prüm;LK;1;1;0;0.0;1;0;0;0.0;0;0;0;0;0.0
212000;Raub, räuberische Erpressung auf/gegen sonstige Zahlstellen und Geschäfte;7233;Vulkaneifel;LK;0;0;0;0.0;0;0;0;0.0;0;0;0;0;0.0
212000;Raub, räuberische Erpressung auf/gegen sonstige Zahlstellen und Geschäfte;7235;Trier-Saarburg;LK;0;0;0;0.0;0;0;0;0.0;0;0;0;0;0.0
212000;Raub, räuberische Erpressung auf/gegen sonstige Zahlstellen und Geschäfte;7311;Frankenthal (Pfalz);KfS;1;2;0;0.0;0;0;0;0.0;0;0;0;0;0.0
212000;Raub, räuberische Erpressung auf/gegen sonstige Zahlstellen und Geschäfte;7312;Kaiserslautern;KfS;2;2;0;0.0;0;0;0;0.0;0;0;0;0;0.0
212000;Raub, räuberische Erpressung auf/gegen sonstige Zahlstellen und Geschäfte;7313;Landau in der Pfalz;KfS;3;7;2;66.7;0;0;3;100.0;2;2;0;0;0.0
212000;Raub, räuberische Erpressung auf/gegen sonstige Zahlstellen und Geschäfte;7314;Ludwigshafen am Rhein;KfS;10;6;6;60.0;3;0;4;40.0;7;6;1;0;0.0
212000;Raub, räuberische Erpressung auf/gegen sonstige Zahlstellen und Geschäfte;7315;Mainz;KfS;7;3;1;14.3;5;0;4;57.1;6;6;0;4;66.7
212000;Raub, räuberische Erpressung auf/gegen sonstige Zahlstellen und Geschäfte;7316;Neustadt an der Weinstraße;KfS;3;6;1;33.3;1;0;2;66.7;2;2;0;2;100.0
212000;Raub, räuberische Erpressung auf/gegen sonstige Zahlstellen und Geschäfte;7317;Pirmasens;KfS;0;0;0;0.0;0;0;0;0.0;0;0;0;0;0.0
212000;Raub, räuberische Erpressung auf/gegen sonstige Zahlstellen und Geschäfte;7318;Speyer;KfS;7;14;1;14.3;4;0;5;71.4;7;7;0;4;57.1
212000;Raub, räuberische Erpressung auf/gegen sonstige Zahlstellen und Geschäfte;7319;Worms;KfS;4;5;2;50.0;1;0;3;75.0;4;4;0;2;50.0
212000;Raub, räuberische Erpressung auf/gegen sonstige Zahlstellen und Geschäfte;7320;Zweibrücken;KfS;2;6;2;100.0;1;0;1;50.0;2;2;0;2;100.0
212000;Raub, räuberische Erpressung auf/gegen sonstige Zahlstellen und Geschäfte;7331;Alzey-Worms;LK;1;1;0;0.0;0;0;1;100.0;3;3;0;3;100.0
212000;Raub, räuberische Erpressung auf/gegen sonstige Zahlstellen und Geschäfte;7332;Bad Dürkheim;LK;2;2;1;50.0;0;0;1;50.0;1;1;0;0;0.0
212000;Raub, räuberische Erpressung auf/gegen sonstige Zahlstellen und Geschäfte;7333;Donnersbergkreis;LK;3;4;1;33.3;0;1;2;66.7;2;2;0;0;0.0
212000;Raub, räuberische Erpressung auf/gegen sonstige Zahlstellen und Geschäfte;7334;Germersheim;LK;2;2;2;100.0;0;0;1;50.0;4;4;0;1;25.0
212000;Raub, räuberische Erpressung auf/gegen sonstige Zahlstellen und Geschäfte;7335;Kaiserslautern;LK;2;2;1;50.0;1;0;0;0.0;0;0;0;0;0.0
212000;Raub, räuberische Erpressung auf/gegen sonstige Zahlstellen und Geschäfte;7336;Kusel;LK;1;1;0;0.0;0;0;2;200.0;2;2;0;0;0.0
212000;Raub, räuberische Erpressung auf/gegen sonstige Zahlstellen und Geschäfte;7337;Südliche Weinstraße;LK;1;1;1;100.0;0;0;0;0.0;0;0;0;0;0.0
212000;Raub, räuberische Erpressung auf/gegen sonstige Zahlstellen und Geschäfte;7338;Rhein-Pfalz-Kreis;LK;9;6;0;0.0;7;0;7;77.8;12;12;0;6;50.0
212000;Raub, räuberische Erpressung auf/gegen sonstige Zahlstellen und Geschäfte;7339;Mainz-Bingen;LK;8;4;1;12.5;2;0;1;12.5;2;2;0;0;0.0
212000;Raub, räuberische Erpressung auf/gegen sonstige Zahlstellen und Geschäfte;7340;Südwestpfalz;LK;0;0;0;0.0;0;0;0;0.0;0;0;0;0;0.0
212000;Raub, räuberische Erpressung auf/gegen sonstige Zahlstellen und Geschäfte;8111;Stuttgart;SK;24;4;8;33.3;11;0;16;66.7;13;13;0;6;46.2
212000;Raub, räuberische Erpressung auf/gegen sonstige Zahlstellen und Geschäfte;8115;Böblingen;LK;13;3;4;30.8;6;1;4;30.8;3;3;0;2;66.7
212000;Raub, räuberische Erpressung auf/gegen sonstige Zahlstellen und Geschäfte;8116;Esslingen;LK;8;2;1;12.5;1;0;1;12.5;1;1;0;1;100.0
212000;Raub, räuberische Erpressung auf/gegen sonstige Zahlstellen und Geschäfte;8117;Göppingen;LK;7;3;2;28.6;2;0;3;42.9;3;3;0;2;66.7
212000;Raub, räuberische Erpressung auf/gegen sonstige Zahlstellen und Geschäfte;8118;Ludwigsburg;LK;9;2;0;0.0;2;0;3;33.3;6;6;0;2;33.3
212000;Raub, räuberische Erpressung auf/gegen sonstige Zahlstellen und Geschäfte;8119;Rems-Murr-Kreis;LK;9;2;1;11.1;5;0;5;55.6;11;11;0;1;9.1
212000;Raub, räuberische Erpressung auf/gegen sonstige Zahlstellen und Geschäfte;8121;Heilbronn;SK;11;9;1;9.1;2;0;8;72.7;5;5;0;1;20.0
212000;Raub, räuberische Erpressung auf/gegen sonstige Zahlstellen und Geschäfte;8125;Heilbronn;LK;6;2;0;0.0;4;0;2;33.3;3;3;0;1;33.3
212000;Raub, räuberische Erpressung auf/gegen sonstige Zahlstellen und Geschäfte;8126;Hohenlohekreis;LK;0;0;0;0.0;0;0;0;0.0;0;0;0;0;0.0
212000;Raub, räuberische Erpressung auf/gegen sonstige Zahlstellen und Geschäfte;8127;Schwäbisch Hall;LK;6;3;2;33.3;0;0;2;33.3;3;3;0;0;0.0
212000;Raub, räuberische Erpressung auf/gegen sonstige Zahlstellen und Geschäfte;8128;Main-Tauber-Kreis;LK;0;0;0;0.0;0;0;0;0.0;0;0;0;0;0.0
212000;Raub, räuberische Erpressung auf/gegen sonstige Zahlstellen und Geschäfte;8135;Heidenheim;LK;1;1;0;0.0;0;0;0;0.0;0;0;0;0;0.0
212000;Raub, räuberische Erpressung auf/gegen sonstige Zahlstellen und Geschäfte;8136;Ostalbkreis;LK;2;1;0;0.0;1;0;0;0.0;0;0;0;0;0.0
212000;Raub, räuberische Erpressung auf/gegen sonstige Zahlstellen und Geschäfte;8211;Baden-Baden;SK;2;4;1;50.0;2;0;0;0.0;0;0;0;0;0.0
212000;Raub, räuberische Erpressung auf/gegen sonstige Zahlstellen und Geschäfte;8212;Karlsruhe;SK;7;2;3;42.9;1;0;4;57.1;7;7;0;5;71.4
212000;Raub, räuberische Erpressung auf/gegen sonstige Zahlstellen und Geschäfte;8215;Karlsruhe;LK;9;2;3;33.3;6;0;5;55.6;8;8;0;3;37.5
212000;Raub, räuberische Erpressung auf/gegen sonstige Zahlstellen und Geschäfte;8216;Rastatt;LK;4;2;1;25.0;2;0;3;75.0;4;4;0;0;0.0
212000;Raub, räuberische Erpressung auf/gegen sonstige Zahlstellen und Geschäfte;8221;Heidelberg;SK;7;5;2;28.6;1;0;3;42.9;3;2;1;1;33.3
212000;Raub, räuberische Erpressung auf/gegen sonstige Zahlstellen und Geschäfte;8222;Mannheim;SK;12;4;2;16.7;0;0;8;66.7;11;9;2;4;36.4
212000;Raub, räuberische Erpressung auf/gegen sonstige Zahlstellen und Geschäfte;8225;Neckar-Odenwald-Kreis;LK;1;1;0;0.0;0;0;0;0.0;0;0;0;0;0.0
212000;Raub, räuberische Erpressung auf/gegen sonstige Zahlstellen und Geschäfte;8226;Rhein-Neckar-Kreis;LK;10;2;3;30.0;0;0;5;50.0;5;5;0;1;20.0
212000;Raub, räuberische Erpressung auf/gegen sonstige Zahlstellen und Geschäfte;8231;Pforzheim;SK;1;1;0;0.0;1;0;0;0.0;0;0;0;0;0.0
212000;Raub, räuberische Erpressung auf/gegen sonstige Zahlstellen und Geschäfte;8235;Calw;LK;2;1;0;0.0;0;0;2;100.0;5;5;0;0;0.0
212000;Raub, räuberische Erpressung auf/gegen sonstige Zahlstellen und Geschäfte;8236;Enzkreis;LK;2;1;1;50.0;0;0;1;50.0;2;2;0;1;50.0
212000;Raub, räuberische Erpressung auf/gegen sonstige Zahlstellen und Geschäfte;8237;Freudenstadt;LK;0;0;0;0.0;0;0;0;0.0;0;0;0;0;0.0
212000;Raub, räuberische Erpressung auf/gegen sonstige Zahlstellen und Geschäfte;8311;Freiburg im Breisgau;SK;5;2;2;40.0;0;0;2;40.0;2;1;1;1;50.0
212000;Raub, räuberische Erpressung auf/gegen sonstige Zahlstellen und Geschäfte;8315;Breisgau-Hochschwarzwald;LK;4;2;1;25.0;1;0;3;75.0;6;5;1;0;0.0
212000;Raub, räuberische Erpressung auf/gegen sonstige Zahlstellen und Geschäfte;8316;Emmendingen;LK;2;1;0;0.0;0;0;1;50.0;1;1;0;0;0.0
212000;Raub, räuberische Erpressung auf/gegen sonstige Zahlstellen und Geschäfte;8317;Ortenaukreis;LK;9;2;2;22.2;1;0;8;88.9;13;12;1;3;23.1
212000;Raub, räuberische Erpressung auf/gegen sonstige Zahlstellen und Geschäfte;8325;Rottweil;LK;4;3;3;75.0;1;0;3;75.0;4;4;0;1;25.0
212000;Raub, räuberische Erpressung auf/gegen sonstige Zahlstellen und Geschäfte;8326;Schwarzwald-Baar-Kreis;LK;6;3;1;16.7;1;0;6;100.0;12;12;0;4;33.3
212000;Raub, räuberische Erpressung auf/gegen sonstige Zahlstellen und Geschäfte;8327;Tuttlingen;LK;4;3;3;75.0;2;0;1;25.0;1;1;0;1;100.0
212000;Raub, räuberische Erpressung auf/gegen sonstige Zahlstellen und Geschäfte;8335;Konstanz;LK;13;5;3;23.1;1;0;3;23.1;2;2;0;0;0.0
212000;Raub, räuberische Erpressung auf/gegen sonstige Zahlstellen und Geschäfte;8336;Lörrach;LK;10;4;2;20.0;0;0;4;40.0;4;4;0;3;75.0
212000;Raub, räuberische Erpressung auf/gegen sonstige Zahlstellen und Geschäfte;8337;Waldshut;LK;1;1;0;0.0;0;0;1;100.0;4;4;0;1;25.0
212000;Raub, räuberische Erpressung auf/gegen sonstige Zahlstellen und Geschäfte;8415;Reutlingen;LK;4;1;2;50.0;0;0;4;100.0;2;2;0;1;50.0
212000;Raub, räuberische Erpressung auf/gegen sonstige Zahlstellen und Geschäfte;8416;Tübingen;LK;2;1;1;50.0;0;0;2;100.0;1;1;0;0;0.0
212000;Raub, räuberische Erpressung auf/gegen sonstige Zahlstellen und Geschäfte;8417;Zollernalbkreis;LK;0;0;0;0.0;0;0;0;0.0;0;0;0;0;0.0
212000;Raub, räuberische Erpressung auf/gegen sonstige Zahlstellen und Geschäfte;8421;Ulm;SK;5;4;1;20.0;1;0;3;60.0;3;3;0;2;66.7
212000;Raub, räuberische Erpressung auf/gegen sonstige Zahlstellen und Geschäfte;8425;Alb-Donau-Kreis;LK;3;2;1;33.3;1;0;0;0.0;0;0;0;0;0.0
212000;Raub, räuberische Erpressung auf/gegen sonstige Zahlstellen und Geschäfte;8426;Biberach;LK;1;1;1;100.0;0;0;1;100.0;1;1;0;0;0.0
212000;Raub, räuberische Erpressung auf/gegen sonstige Zahlstellen und Geschäfte;8435;Bodenseekreis;LK;4;2;1;25.0;2;0;1;25.0;1;1;0;0;0.0
212000;Raub, räuberische Erpressung auf/gegen sonstige Zahlstellen und Geschäfte;8436;Ravensburg;LK;6;2;1;16.7;1;0;4;66.7;4;4;0;1;25.0
212000;Raub, räuberische Erpressung auf/gegen sonstige Zahlstellen und Geschäfte;8437;Sigmaringen;LK;0;0;0;0.0;0;0;0;0.0;0;0;0;0;0.0
212000;Raub, räuberische Erpressung auf/gegen sonstige Zahlstellen und Geschäfte;9161;Ingolstadt;KfS;1;1;0;0.0;0;0;1;100.0;1;1;0;1;100.0
212000;Raub, räuberische Erpressung auf/gegen sonstige Zahlstellen und Geschäfte;9162;München;KfS;24;2;7;29.2;11;0;8;33.3;18;18;0;12;66.7
212000;Raub, räuberische Erpressung auf/gegen sonstige Zahlstellen und Geschäfte;9163;Rosenheim;KfS;1;2;0;0.0;0;0;0;0.0;0;0;0;0;0.0
212000;Raub, räuberische Erpressung auf/gegen sonstige Zahlstellen und Geschäfte;9171;Altötting;LK;0;0;0;0.0;0;0;0;0.0;0;0;0;0;0.0
212000;Raub, räuberische Erpressung auf/gegen sonstige Zahlstellen und Geschäfte;9172;Berchtesgadener Land;LK;0;0;0;0.0;0;0;0;0.0;0;0;0;0;0.0
212000;Raub, räuberische Erpressung auf/gegen sonstige Zahlstellen und Geschäfte;9173;Bad Tölz-Wolfratshausen;LK;0;0;0;0.0;0;0;0;0.0;0;0;0;0;0.0
212000;Raub, räuberische Erpressung auf/gegen sonstige Zahlstellen und Geschäfte;9174;Dachau;LK;0;0;0;0.0;0;0;0;0.0;0;0;0;0;0.0
212000;Raub, räuberische Erpressung auf/gegen sonstige Zahlstellen und Geschäfte;9175;Ebersberg;LK;0;0;0;0.0;0;0;0;0.0;0;0;0;0;0.0
212000;Raub, räuberische Erpressung auf/gegen sonstige Zahlstellen und Geschäfte;9176;Eichstätt;LK;3;2;0;0.0;1;0;2;66.7;2;2;0;0;0.0
212000;Raub, räuberische Erpressung auf/gegen sonstige Zahlstellen und Geschäfte;9177;Erding;LK;0;0;0;0.0;0;0;0;0.0;0;0;0;0;0.0
212000;Raub, räuberische Erpressung auf/gegen sonstige Zahlstellen und Geschäfte;9178;Freising;LK;1;1;1;100.0;0;0;1;100.0;1;1;0;0;0.0
212000;Raub, räuberische Erpressung auf/gegen sonstige Zahlstellen und Geschäfte;9179;Fürstenfeldbruck;LK;1;0;1;100.0;0;0;1;100.0;4;2;2;0;0.0
212000;Raub, räuberische Erpressung auf/gegen sonstige Zahlstellen und Geschäfte;9180;Garmisch-Partenkirchen;LK;1;1;0;0.0;0;0;1;100.0;1;1;0;0;0.0
212000;Raub, räuberische Erpressung auf/gegen sonstige Zahlstellen und Geschäfte;9181;Landsberg am Lech;LK;1;1;0;0.0;0;0;1;100.0;2;2;0;0;0.0
212000;Raub, räuberische Erpressung auf/gegen sonstige Zahlstellen und Geschäfte;9182;Miesbach;LK;0;0;0;0.0;0;0;0;0.0;0;0;0;0;0.0
212000;Raub, räuberische Erpressung auf/gegen sonstige Zahlstellen und Geschäfte;9183;Mühldorf a.Inn;LK;3;3;0;0.0;2;1;2;66.7;7;7;0;6;85.7
212000;Raub, räuberische Erpressung auf/gegen sonstige Zahlstellen und Geschäfte;9184;München;LK;9;3;3;33.3;3;0;4;44.4;8;7;1;4;50.0
212000;Raub, räuberische Erpressung auf/gegen sonstige Zahlstellen und Geschäfte;9185;Neuburg-Schrobenhausen;LK;0;0;0;0.0;0;0;0;0.0;0;0;0;0;0.0
212000;Raub, räuberische Erpressung auf/gegen sonstige Zahlstellen und Geschäfte;9186;Pfaffenhofen a.d.Ilm;LK;2;2;1;50.0;0;0;1;50.0;1;1;0;0;0.0
212000;Raub, räuberische Erpressung auf/gegen sonstige Zahlstellen und Geschäfte;9187;Rosenheim;LK;0;0;0;0.0;0;0;0;0.0;0;0;0;0;0.0
212000;Raub, räuberische Erpressung auf/gegen sonstige Zahlstellen und Geschäfte;9188;Starnberg;LK;0;0;0;0.0;0;0;0;0.0;0;0;0;0;0.0
212000;Raub, räuberische Erpressung auf/gegen sonstige Zahlstellen und Geschäfte;9189;Traunstein;LK;0;0;0;0.0;0;0;0;0.0;0;0;0;0;0.0
212000;Raub, räuberische Erpressung auf/gegen sonstige Zahlstellen und Geschäfte;9190;Weilheim-Schongau;LK;1;1;0;0.0;0;0;1;100.0;1;1;0;0;0.0
212000;Raub, räuberische Erpressung auf/gegen sonstige Zahlstellen und Geschäfte;9261;Landshut;KfS;0;0;0;0.0;0;0;0;0.0;0;0;0;0;0.0
212000;Raub, räuberische Erpressung auf/gegen sonstige Zahlstellen und Geschäfte;9262;Passau;KfS;2;4;0;0.0;1;0;1;50.0;1;1;0;0;0.0
212000;Raub, räuberische Erpressung auf/gegen sonstige Zahlstellen und Geschäfte;9263;Straubing;KfS;0;0;0;0.0;0;0;1;0.0;1;1;0;0;0.0
212000;Raub, räuberische Erpressung auf/gegen sonstige Zahlstellen und Geschäfte;9271;Deggendorf;LK;0;0;0;0.0;0;0;0;0.0;0;0;0;0;0.0
212000;Raub, räuberische Erpressung auf/gegen sonstige Zahlstellen und Geschäfte;9272;Freyung-Grafenau;LK;0;0;0;0.0;0;0;0;0.0;0;0;0;0;0.0
212000;Raub, räuberische Erpressung auf/gegen sonstige Zahlstellen und Geschäfte;9273;Kelheim;LK;0;0;0;0.0;0;0;0;0.0;0;0;0;0;0.0
212000;Raub, räuberische Erpressung auf/gegen sonstige Zahlstellen und Geschäfte;9274;Landshut;LK;0;0;0;0.0;0;0;0;0.0;0;0;0;0;0.0
212000;Raub, räuberische Erpressung auf/gegen sonstige Zahlstellen und Geschäfte;9275;Passau;LK;0;0;0;0.0;0;0;0;0.0;0;0;0;0;0.0
212000;Raub, räuberische Erpressung auf/gegen sonstige Zahlstellen und Geschäfte;9276;Regen;LK;0;0;0;0.0;0;0;0;0.0;0;0;0;0;0.0
212000;Raub, räuberische Erpressung auf/gegen sonstige Zahlstellen und Geschäfte;9277;Rottal-Inn;LK;1;1;0;0.0;0;0;0;0.0;0;0;0;0;0.0
212000;Raub, räuberische Erpressung auf/gegen sonstige Zahlstellen und Geschäfte;9278;Straubing-Bogen;LK;0;0;0;0.0;0;0;0;0.0;0;0;0;0;0.0
212000;Raub, räuberische Erpressung auf/gegen sonstige Zahlstellen und Geschäfte;9279;Dingolfing-Landau;LK;4;4;1;25.0;0;0;2;50.0;3;3;0;0;0.0
212000;Raub, räuberische Erpressung auf/gegen sonstige Zahlstellen und Geschäfte;9361;Amberg;KfS;0;0;0;0.0;0;0;0;0.0;0;0;0;0;0.0
212000;Raub, räuberische Erpressung auf/gegen sonstige Zahlstellen und Geschäfte;9362;Regensburg;KfS;3;2;0;0.0;3;0;0;0.0;0;0;0;0;0.0
212000;Raub, räuberische Erpressung auf/gegen sonstige Zahlstellen und Geschäfte;9363;Weiden i.d.OPf.;KfS;1;2;1;100.0;0;0;1;100.0;2;2;0;0;0.0
212000;Raub, räuberische Erpressung auf/gegen sonstige Zahlstellen und Geschäfte;9371;Amberg-Sulzbach;LK;0;0;0;0.0;0;0;0;0.0;0;0;0;0;0.0
212000;Raub, räuberische Erpressung auf/gegen sonstige Zahlstellen und Geschäfte;9372;Cham;LK;0;0;0;0.0;0;0;0;0.0;0;0;0;0;0.0
212000;Raub, räuberische Erpressung auf/gegen sonstige Zahlstellen und Geschäfte;9373;Neumarkt i.d.OPf.;LK;0;0;0;0.0;0;0;0;0.0;0;0;0;0;0.0
212000;Raub, räuberische Erpressung auf/gegen sonstige Zahlstellen und Geschäfte;9374;Neustadt a.d.Waldnaab;LK;0;0;0;0.0;0;0;0;0.0;0;0;0;0;0.0
212000;Raub, räuberische Erpressung auf/gegen sonstige Zahlstellen und Geschäfte;9375;Regensburg;LK;1;1;1;100.0;0;0;0;0.0;0;0;0;0;0.0
212000;Raub, räuberische Erpressung auf/gegen sonstige Zahlstellen und Geschäfte;9376;Schwandorf;LK;1;1;1;100.0;0;0;0;0.0;0;0;0;0;0.0
212000;Raub, räuberische Erpressung auf/gegen sonstige Zahlstellen und Geschäfte;9377;Tirschenreuth;LK;0;0;0;0.0;0;0;0;0.0;0;0;0;0;0.0
212000;Raub, räuberische Erpressung auf/gegen sonstige Zahlstellen und Geschäfte;9461;Bamberg;KfS;0;0;0;0.0;0;0;0;0.0;0;0;0;0;0.0
212000;Raub, räuberische Erpressung auf/gegen sonstige Zahlstellen und Geschäfte;9462;Bayreuth;KfS;0;0;0;0.0;0;0;0;0.0;0;0;0;0;0.0
212000;Raub, räuberische Erpressung auf/gegen sonstige Zahlstellen und Geschäfte;9463;Coburg;KfS;0;0;0;0.0;0;0;0;0.0;0;0;0;0;0.0
212000;Raub, räuberische Erpressung auf/gegen sonstige Zahlstellen und Geschäfte;9464;Hof;KfS;1;2;1;100.0;0;1;1;100.0;1;1;0;1;100.0
212000;Raub, räuberische Erpressung auf/gegen sonstige Zahlstellen und Geschäfte;9471;Bamberg;LK;0;0;0;0.0;0;0;0;0.0;0;0;0;0;0.0
212000;Raub, räuberische Erpressung auf/gegen sonstige Zahlstellen und Geschäfte;9472;Bayreuth;LK;1;1;0;0.0;1;0;1;100.0;1;1;0;1;100.0
212000;Raub, räuberische Erpressung auf/gegen sonstige Zahlstellen und Geschäfte;9473;Coburg;LK;0;0;0;0.0;0;0;0;0.0;0;0;0;0;0.0
212000;Raub, räuberische Erpressung auf/gegen sonstige Zahlstellen und Geschäfte;9474;Forchheim;LK;0;0;0;0.0;0;0;0;0.0;0;0;0;0;0.0
212000;Raub, räuberische Erpressung auf/gegen sonstige Zahlstellen und Geschäfte;9475;Hof;LK;0;0;0;0.0;0;0;0;0.0;0;0;0;0;0.0
212000;Raub, räuberische Erpressung auf/gegen sonstige Zahlstellen und Geschäfte;9476;Kronach;LK;0;0;0;0.0;0;0;0;0.0;0;0;0;0;0.0
212000;Raub, räuberische Erpressung auf/gegen sonstige Zahlstellen und Geschäfte;9477;Kulmbach;LK;1;1;0;0.0;1;0;1;100.0;1;1;0;1;100.0
212000;Raub, räuberische Erpressung auf/gegen sonstige Zahlstellen und Geschäfte;9478;Lichtenfels;LK;0;0;0;0.0;0;0;0;0.0;0;0;0;0;0.0
212000;Raub, räuberische Erpressung auf/gegen sonstige Zahlstellen und Geschäfte;9479;Wunsiedel i.Fichtelgebirge;LK;0;0;0;0.0;0;0;0;0.0;0;0;0;0;0.0
212000;Raub, räuberische Erpressung auf/gegen sonstige Zahlstellen und Geschäfte;9561;Ansbach;KfS;0;0;0;0.0;0;0;0;0.0;0;0;0;0;0.0
212000;Raub, räuberische Erpressung auf/gegen sonstige Zahlstellen und Geschäfte;9562;Erlangen;KfS;1;1;0;0.0;1;0;0;0.0;0;0;0;0;0.0
212000;Raub, räuberische Erpressung auf/gegen sonstige Zahlstellen und Geschäfte;9563;Fürth;KfS;4;3;0;0.0;1;0;1;25.0;2;2;0;2;100.0
212000;Raub, räuberische Erpressung auf/gegen sonstige Zahlstellen und Geschäfte;9564;Nürnberg;KfS;15;3;0;0.0;5;0;7;46.7;9;9;0;5;55.6
212000;Raub, räuberische Erpressung auf/gegen sonstige Zahlstellen und Geschäfte;9565;Schwabach;KfS;3;8;2;66.7;0;0;3;100.0;2;2;0;1;50.0
212000;Raub, räuberische Erpressung auf/gegen sonstige Zahlstellen und Geschäfte;9571;Ansbach;LK;0;0;0;0.0;0;0;0;0.0;0;0;0;0;0.0
212000;Raub, räuberische Erpressung auf/gegen sonstige Zahlstellen und Geschäfte;9572;Erlangen-Höchstadt;LK;0;0;0;0.0;0;0;0;0.0;0;0;0;0;0.0
212000;Raub, räuberische Erpressung auf/gegen sonstige Zahlstellen und Geschäfte;9573;Fürth;LK;0;0;0;0.0;0;0;0;0.0;0;0;0;0;0.0
212000;Raub, räuberische Erpressung auf/gegen sonstige Zahlstellen und Geschäfte;9574;Nürnberger Land;LK;2;1;1;50.0;1;0;2;100.0;3;2;1;0;0.0
212000;Raub, räuberische Erpressung auf/gegen sonstige Zahlstellen und Geschäfte;9575;Neustadt a.d.Aisch-Bad Windsheim;LK;2;2;1;50.0;1;0;2;100.0;4;4;0;0;0.0
212000;Raub, räuberische Erpressung auf/gegen sonstige Zahlstellen und Geschäfte;9576;Roth;LK;1;1;1;100.0;0;0;4;400.0;2;2;0;0;0.0
212000;Raub, räuberische Erpressung auf/gegen sonstige Zahlstellen und Geschäfte;9577;Weißenburg-Gunzenhausen;LK;0;0;0;0.0;0;0;0;0.0;0;0;0;0;0.0
212000;Raub, räuberische Erpressung auf/gegen sonstige Zahlstellen und Geschäfte;9661;Aschaffenburg;KfS;0;0;0;0.0;0;0;0;0.0;0;0;0;0;0.0
212000;Raub, räuberische Erpressung auf/gegen sonstige Zahlstellen und Geschäfte;9662;Schweinfurt;KfS;3;6;1;33.3;0;0;2;66.7;2;2;0;0;0.0
212000;Raub, räuberische Erpressung auf/gegen sonstige Zahlstellen und Geschäfte;9663;Würzburg;KfS;1;1;0;0.0;1;0;1;100.0;1;1;0;0;0.0
212000;Raub, räuberische Erpressung auf/gegen sonstige Zahlstellen und Geschäfte;9671;Aschaffenburg;LK;2;1;0;0.0;1;0;2;100.0;2;2;0;1;50.0
212000;Raub, räuberische Erpressung auf/gegen sonstige Zahlstellen und Geschäfte;9672;Bad Kissingen;LK;0;0;0;0.0;0;0;0;0.0;0;0;0;0;0.0
212000;Raub, räuberische Erpressung auf/gegen sonstige Zahlstellen und Geschäfte;9673;Rhön-Grabfeld;LK;0;0;0;0.0;0;0;0;0.0;0;0;0;0;0.0
212000;Raub, räuberische Erpressung auf/gegen sonstige Zahlstellen und Geschäfte;9674;Haßberge;LK;3;4;0;0.0;0;0;4;133.3;1;1;0;0;0.0
212000;Raub, räuberische Erpressung auf/gegen sonstige Zahlstellen und Geschäfte;9675;Kitzingen;LK;1;1;0;0.0;0;0;1;100.0;2;2;0;2;100.0
212000;Raub, räuberische Erpressung auf/gegen sonstige Zahlstellen und Geschäfte;9676;Miltenberg;LK;1;1;0;0.0;1;0;1;100.0;1;1;0;0;0.0
212000;Raub, räuberische Erpressung auf/gegen sonstige Zahlstellen und Geschäfte;9677;Main-Spessart;LK;0;0;0;0.0;0;0;0;0.0;0;0;0;0;0.0
212000;Raub, räuberische Erpressung auf/gegen sonstige Zahlstellen und Geschäfte;9678;Schweinfurt;LK;0;0;0;0.0;0;0;0;0.0;0;0;0;0;0.0
